Year,Indicators,Country,Subregion,Statistics
2016,"Unemployment with advanced education, male (% of male labor force with advanced education)",Bulgaria,Eastern Europe,3.5
2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,7.58
2016,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,6.97
2016,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,8.1
2017,"Employers, female (% of female employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,2.20000004768372
2017,"Employers, male (% of male employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,4.90000009536743
2017,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Bulgaria,Eastern Europe,67.27
2017,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Bulgaria,Eastern Europe,75.6
2017,"School enrollment, tertiary (% gross)",Bulgaria,Eastern Europe,71.0306625366211
2017,"Self-employed, female (% of female employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,9.03999996185303
2017,"Self-employed, male (% of male employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,14.3900003433228
2017,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Bulgaria,Eastern Europe,80.3270725388601
2017,"Unemployment with advanced education, female (% of female labor force with advanced education)",Bulgaria,Eastern Europe,2.85999989509583
2017,"Unemployment with advanced education, male (% of male labor force with advanced education)",Bulgaria,Eastern Europe,3.27999997138977
2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,6.16
2017,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,5.95
2017,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,6.35
2018,"Employers, female (% of female employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,2.14000010490417
2018,"Employers, male (% of male employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,5.09000015258789
2018,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Bulgaria,Eastern Europe,67.2
2018,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Bulgaria,Eastern Europe,76.03
2018,"School enrollment, tertiary (% gross)",Bulgaria,Eastern Europe,71.5215225219727
2018,"Self-employed, female (% of female employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,8.60000038146973
2018,"Self-employed, male (% of male employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,14.289999961853
2018,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Bulgaria,Eastern Europe,79.49089737393265
2018,"Unemployment with advanced education, female (% of female labor force with advanced education)",Bulgaria,Eastern Europe,2.22000002861023
2018,"Unemployment with advanced education, male (% of male labor force with advanced education)",Bulgaria,Eastern Europe,2.45000004768372
2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,5.21
2018,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,4.65
2018,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,5.69
2019,"Employers, female (% of female employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,2.11999988555908
2019,"Employers, male (% of male employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,4.78000020980835
2019,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Bulgaria,Eastern Europe,68.87
2019,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Bulgaria,Eastern Europe,77.74
2019,"School enrollment, tertiary (% gross)",Bulgaria,Eastern Europe,73.3791732788086
2019,"Self-employed, female (% of female employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,8.07999992370605
2019,"Self-employed, male (% of male employment) (modeled ILO estimate)",Bulgaria,Eastern Europe,13.1999998092651
2019,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Bulgaria,Eastern Europe,79.26100628930817
2019,"Unemployment with advanced education, female (% of female labor force with advanced education)",Bulgaria,Eastern Europe,1.96000003814697
2019,"Unemployment with advanced education, male (% of male labor force with advanced education)",Bulgaria,Eastern Europe,1.83000004291534
2019,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,4.23
2019,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,3.87
2019,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Bulgaria,Eastern Europe,4.54
2012,Gender pay gap in unadjusted form,Bulgaria,Eastern Europe,15.1
2013,Gender pay gap in unadjusted form,Bulgaria,Eastern Europe,14.1
2014,Gender pay gap in unadjusted form,Bulgaria,Eastern Europe,14.2
2015,Gender pay gap in unadjusted form,Bulgaria,Eastern Europe,15.5
2016,Gender pay gap in unadjusted form,Bulgaria,Eastern Europe,14.6
2017,Gender pay gap in unadjusted form,Bulgaria,Eastern Europe,14.3
2018,Gender pay gap in unadjusted form,Bulgaria,Eastern Europe,13.9
2019,Gender pay gap in unadjusted form,Bulgaria,Eastern Europe,14.1
2012,Gender employment gap,Bulgaria,Eastern Europe,5.9
2013,Gender employment gap,Bulgaria,Eastern Europe,6.1
2014,Gender employment gap,Bulgaria,Eastern Europe,6.5
2015,Gender employment gap,Bulgaria,Eastern Europe,7.1
2016,Gender employment gap,Bulgaria,Eastern Europe,7.6
2017,Gender employment gap,Bulgaria,Eastern Europe,8.4
2018,Gender employment gap,Bulgaria,Eastern Europe,8.6
2019,Gender employment gap,Bulgaria,Eastern Europe,9.0
2012,"Employers, female (% of female employment) (modeled ILO estimate)",Croatia,Southern Europe,2.94000005722046
2012,"Employers, male (% of male employment) (modeled ILO estimate)",Croatia,Southern Europe,5.82000017166138
2012,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Croatia,Southern Europe,58.04
2012,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Croatia,Southern Europe,69.87
2012,"School enrollment, tertiary (% gross)",Croatia,Southern Europe,60.6471481323242
2012,"Self-employed, female (% of female employment) (modeled ILO estimate)",Croatia,Southern Europe,18.0900001525879
2012,"Self-employed, male (% of male employment) (modeled ILO estimate)",Croatia,Southern Europe,21.1299991607666
2012,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Croatia,Southern Europe,75.4204178698828
2012,"Unemployment with advanced education, female (% of female labor force with advanced education)",Croatia,Southern Europe,11.25
2012,"Unemployment with advanced education, male (% of male labor force with advanced education)",Croatia,Southern Europe,9.89999961853027
2012,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Croatia,Southern Europe,15.94
2012,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Croatia,Southern Europe,15.98
2012,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Croatia,Southern Europe,15.89
2013,"Employers, female (% of female employment) (modeled ILO estimate)",Croatia,Southern Europe,2.44000005722046
2013,"Employers, male (% of male employment) (modeled ILO estimate)",Croatia,Southern Europe,6.05999994277954
2013,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Croatia,Southern Europe,58.57
2013,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Croatia,Southern Europe,68.89
2013,"School enrollment, tertiary (% gross)",Croatia,Southern Europe,65.5348892211914
2013,"Self-employed, female (% of female employment) (modeled ILO estimate)",Croatia,Southern Europe,15.460000038147
2013,"Self-employed, male (% of male employment) (modeled ILO estimate)",Croatia,Southern Europe,20.3299999237061
2013,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Croatia,Southern Europe,76.96044413601665
2013,"Unemployment with advanced education, female (% of female labor force with advanced education)",Croatia,Southern Europe,11.8699998855591
2013,"Unemployment with advanced education, male (% of male labor force with advanced education)",Croatia,Southern Europe,10.4799995422363
2013,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Croatia,Southern Europe,17.25
2013,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Croatia,Southern Europe,16.76
2013,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Croatia,Southern Europe,17.67
2014,"Employers, female (% of female employment) (modeled ILO estimate)",Croatia,Southern Europe,3.09999990463257
2014,"Employers, male (% of male employment) (modeled ILO estimate)",Croatia,Southern Europe,7.01999998092651
2014,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Croatia,Southern Europe,61.32
2014,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Croatia,Southern Europe,70.84
2014,"School enrollment, tertiary (% gross)",Croatia,Southern Europe,67.5102310180664
2014,"Self-employed, female (% of female employment) (modeled ILO estimate)",Croatia,Southern Europe,12.3599996566772
2014,"Self-employed, male (% of male employment) (modeled ILO estimate)",Croatia,Southern Europe,18.3799991607666
2014,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Croatia,Southern Europe,78.52280462899932
2014,"Unemployment with advanced education, female (% of female labor force with advanced education)",Croatia,Southern Europe,10.1899995803833
2014,"Unemployment with advanced education, male (% of male labor force with advanced education)",Croatia,Southern Europe,8.86999988555908
2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Croatia,Southern Europe,17.29
2014,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Croatia,Southern Europe,18.27
2014,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Croatia,Southern Europe,16.44
2015,"Employers, female (% of female employment) (modeled ILO estimate)",Croatia,Southern Europe,3.24000000953674
2015,"Employers, male (% of male employment) (modeled ILO estimate)",Croatia,Southern Europe,6.88000011444092
2015,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Croatia,Southern Europe,62.23
2015,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Croatia,Southern Europe,71.49
2015,"School enrollment, tertiary (% gross)",Croatia,Southern Europe,66.4910202026367
2015,"Self-employed, female (% of female employment) (modeled ILO estimate)",Croatia,Southern Europe,12.3299999237061
2015,"Self-employed, male (% of male employment) (modeled ILO estimate)",Croatia,Southern Europe,18.5300006866455
2015,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Croatia,Southern Europe,78.67162413385161
2015,"Unemployment with advanced education, female (% of female labor force with advanced education)",Croatia,Southern Europe,9.28999996185303
